36911,690.768,229.5186145,204.9146295,1.120069441,0.450449738,37249,216.786865,0.777090044,0.990925931,0.972078313,0.944528467,0.006218163,0.003052826,0.892134024,0.999252058,0
84154,1169.542,416.68229,258.0397874,1.61479861,0.785176322,85493,327.3349976,0.7574822,0.984337899,0.773130813,0.785574538,0.004951426,0.001163214,0.617127355,0.996536395,1
52448,882.474,336.9594211,199.0051127,1.69321992,0.80697124,53082,258.4160747,0.789190165,0.988056215,0.84632069,0.766905623,0.006424638,0.00137087,0.588144234,0.995857534,3
34691,681.995,250.9960881,176.1933881,1.424548848,0.712199979,35026,210.1664889,0.769065354,0.990435676,0.937269105,0.837329739,0.007235193,0.002193896,0.701121092,0.998781243,6
38990,720.442,235.3134449,211.1422148,1.114478434,0.441460449,39379,222.80846,0.763746058,0.990121638,0.943984912,0.946858179,0.006035226,0.002992354,0.896540412,0.999174954,0
49425,829.027,312.2965836,202.4879484,1.54229714,0.761313898,49900,250.8582558,0.749408661,0.990480962,0.903689408,0.803269293,0.006318596,0.001622725,0.645241557,0.995154207,5
25576,596.602,225.7376431,144.7314481,1.559700025,0.767416478,25970,180.4560185,0.783722498,0.984828648,0.902969492,0.799405965,0.008826151,0.002223416,0.639049897,0.99672614,6
42714,751.259,266.4714283,204.460162,1.303292659,0.641303429,43016,233.2062476,0.757662835,0.992979357,0.951044266,0.875164174,0.006238503,0.002257451,0.765912332,0.99820792,0
35602,688.378,240.6556265,188.5903078,1.276076323,0.621199848,35941,212.9081358,0.780916868,0.990567875,0.944126734,0.884700428,0.00675961,0.002554385,0.782694847,0.998778363,0
42026,775.61,282.6605008,190.1728942,1.486334328,0.739827921,42503,231.3204814,0.707329799,0.988777263,0.877892059,0.818368611,0.006725848,0.001860898,0.669727183,0.995438503,5
50704,841.018,313.9273193,206.304773,1.521667747,0.753739178,51338,254.0833286,0.782589906,0.987650473,0.900827227,0.809369918,0.006191372,0.001638909,0.655079664,0.996813596,5
32749,688.667,248.1981367,168.5628496,1.472436763,0.734002919,33310,204.199221,0.718463429,0.983158211,0.867739489,0.822726648,0.0075788,0.002141916,0.676879137,0.996661725,6
37547,726.746,273.3386808,175.2736647,1.559496581,0.767346591,38006,218.646576,0.700516801,0.98792296,0.893346225,0.799910848,0.007279907,0.001838535,0.639857365,0.997855373,6
